CP,Năm,Kỳ,TÀI SẢN NGẮN HẠN (đồng),Tiền và tương đương tiền (đồng),Giá trị thuần đầu tư ngắn hạn (đồng),Các khoản phải thu ngắn hạn (đồng),Hàng tồn kho ròng,Tài sản lưu động khác,TÀI SẢN DÀI HẠN (đồng),Phải thu về cho vay dài hạn (đồng),Tài sản cố định (đồng),Giá trị ròng tài sản đầu tư,Đầu tư dài hạn (đồng),Tài sản dài hạn khác,TỔNG CỘNG TÀI SẢN (đồng),NỢ PHẢI TRẢ (đồng),Nợ ngắn hạn (đồng),Nợ dài hạn (đồng),VỐN CHỦ SỞ HỮU (đồng),Vốn và các quỹ (đồng),Các quỹ khác,Lãi chưa phân phối (đồng),LỢI ÍCH CỦA CỔ ĐÔNG THIỂU SỐ,TỔNG CỘNG NGUỒN VỐN (đồng),Trả trước cho người bán ngắn hạn (đồng),Phải thu về cho vay ngắn hạn (đồng),"Hàng tồn kho, ròng (đồng)",Tài sản lưu động khác (đồng),Quỹ đầu tư và phát triển (đồng),Cổ phiếu phổ thông (đồng),Vốn góp của chủ sở hữu (đồng),Trái phiếu chuyển đổi (đồng),Vay và nợ thuê tài chính dài hạn (đồng),Người mua trả tiền trước ngắn hạn (đồng),Vay và nợ thuê tài chính ngắn hạn (đồng),Lợi thế thương mại (đồng),Trả trước dài hạn (đồng),Tài sản dài hạn khác (đồng),Phải thu dài hạn khác (đồng),Phải thu dài hạn (đồng),Tiền gửi tại ngân hàng nhà nước Việt Nam,Tiền gửi tại các TCTD khác và cho vay các TCTD khác,Chứng khoán kinh doanh,_Chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,Các công cụ tài chính phái sinh và khoản nợ tài chính khác,Cho vay khách hàng,_Cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,Chứng khoán đầu tư,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư giữ đến ngày đáo hạn,Dự phòng giảm giá chứng khoán đầu tư,Đầu tư vào công ty liên doanh,Dự phòng giảm giá đầu tư dài hạn,Tài sản cố định hữu hình,Tài sản cố định vô hình,Tài sản Có khác,Các khoản nợ chính phủ và NHNN Việt Nam,Tiền gửi và vay các Tổ chức tín dụng khác,Tiền gửi của khách hàng,_Các công cụ tài chính phái sinh và khoản nợ tài chính khác,"Vốn tài trợ, uỷ thác đầu tư của CP và các tổ chức TD khác",Phát hành giấy tờ có giá,Các khoản nợ khác,Vốn của tổ chức tín dụng,Quỹ của tổ chức tín dụng,Chênh lệch tỷ giá hối đoái,Đầu tư vào công ty con,Tài sản cố định thuê tài chính,Chênh lệch đánh giá lại tài sản,Cổ đông thiểu số,Lợi thế thương mại,Vốn Ngân sách nhà nước và quỹ khác,_Các quỹ khác
GEX,2023,4,20260814853429.0,3315750993715,4120212573328.0,3425216337890.0,8324636604027.0,1074998344469.0,34815341137220.0,521517021335.0,18799448182048,2584963507600.0,2683387551180.0,2610206604414.0,55076155990649,33851525668747,18716915219174.0,15134610449573.0,21224630321902,21180072012731.0,77388963577.0,2616992537137,8871614145507.0,55076155990649,561093172392.0,4500000000.0,8589313239442.0,0.0,431805225152.0,8514957930000.0,8514957930000,0.0,10127335093712.0,1818575908380.0,9862872308848.0,1265739979148.0,1210868883062.0,138677689404.0,282850822036.0,811535383282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,44558309171.0,
GEX,2023,3,20590977502765.0,3895460589071,2812183890831.0,4442619286006.0,8488927102753.0,951786634104.0,33692766692473.0,417408977662.0,18418247988410,2600619610250.0,2686525944034.0,2691497049922.0,54283744195238,32666341897919,17471756010032.0,15194585887887.0,21617402297319,21572169974484.0,77388963577.0,2629393624306,9243998656596.0,54283744195238,873104836861.0,19700000000.0,8666568766726.0,0.0,431805225152.0,8514957930000.0,8514957930000,0.0,10580092875545.0,1780389328765.0,8254309165656.0,1317681690044.0,1268100711205.0,138677689404.0,334049033754.0,758625551327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,45232322835.0,
GEX,2023,2,19907364945254.0,3644263918422,3225098269028.0,3883196674770.0,8230707875399.0,924098207635.0,32530197099346.0,432659421568.0,17945677023375,2623657729807.0,1973625317545.0,2684519294930.0,52437562044600,31034808852484,16274990617286.0,14759818235198.0,21402753192116,21356846855617.0,77388963577.0,2520221148513,9151688555147.0,52437562044600,792274516506.0,19700000000.0,8411257807079.0,0.0,431805225152.0,8514957930000.0,8514957930000,0.0,10411183547802.0,2403999714798.0,7430293902757.0,1369623400941.0,1278982329684.0,133427689404.0,278377696624.0,711037118192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,45906336499.0,
GEX,2023,1,20196228591405.0,4065754410223,2422545790387.0,4345280778854.0,8410275643807.0,952371968134.0,32422351033712.0,45000000000.0,17622938008883,2601397226683.0,1609789321025.0,2697733074960.0,52618579625117,31588295012025,17234477111870.0,14353817900155.0,21030284613092,20983694446224.0,77388963577.0,2449516186205,9051321729434.0,52618579625117,1200406833303.0,9700000000.0,8577756890882.0,0.0,231843448998.0,8514957930000.0,8514957930000,0.0,9946975581990.0,2773972613786.0,8365677410607.0,1421565111836.0,1235135547734.0,133427689404.0,330155886615.0,375155886615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,46590166868.0,
GEX,2022,4,19831788602298.0,3161701165781,2520704273989.0,4186720075272.0,9132781735988.0,829881351268.0,32569100326514.0,15000000000.0,16953518045933,2626694521493.0,1817887588002.0,2778377411450.0,52400888928812,31338852545622,17268714335593.0,14070138210029.0,21062036383190,21014757477659.0,77388963577.0,2555321666915,8975885118673.0,52400888928812,1147841372563.0,14800000000.0,9303355096782.0,0.0,230042773392.0,8514957930000.0,8514957930000,0.0,9671736056227.0,2627651906604.0,7170211956993.0,1473506822732.0,1268053716353.0,133427689404.0,320185420670.0,335185420670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,47278905531.0,
GEX,2022,3,22322617978647.0,4333025804095,2875250778224.0,4653404974504.0,9628536126944.0,832400294880.0,31551399053382.0,0.0,17292117708696,2532952179229.0,1845020887974.0,2847941192219.0,53874017032029,32961180690803,18640153908443.0,14321026782360.0,20912836341226,20864828422032.0,77388963577.0,2667183403487,8708814659008.0,53874017032029,1084730776712.0,14900000000.0,9761571164538.0,0.0,230042773392.0,8514957930000.0,8514957930000,0.0,10211041981139.0,2860941268160.0,7413424176862.0,1525448533628.0,1270412474760.0,133427689404.0,331119364478.0,331119364478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,48007919194.0,
GEX,2022,2,24060082094975.0,5487498676486,3040601571898.0,4669857737890.0,10027793778234.0,834330330467.0,31557370059776.0,0.0,17577526631906,2543594145962.0,1866509385674.0,2862941193150.0,55617452154751,34162422333777,18811457174840.0,15350965158937.0,21455029820974,21406292888117.0,77388963577.0,3066986373055,8853019640808.0,55617452154751,824650893730.0,14900000000.0,10173279244969.0,0.0,230042773392.0,8514957930000.0,8514957930000,0.0,11267609085173.0,2707140043605.0,8092807473712.0,1577390244525.0,1244517876804.0,133427689404.0,331025393407.0,331025393407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,48736932857.0,
GEX,2022,1,30072735353327.0,6101129745034,8053921495825.0,5534387147825.0,9539383273323.0,843913691320.0,31449850455946.0,0.0,17521065552223,2503766074329.0,1824914040009.0,2892187722892.0,61522585809273,39787012617104,20750328015279.0,19036684601825.0,21735573192169,21686107245649.0,77388963577.0,3236591537029,9083993706592.0,61522585809273,810363861238.0,15000000000.0,9669239359450.0,0.0,111279058798.0,8514957930000.0,8514957930000,0.0,15002981068519.0,4001470902048.0,7773133018002.0,1629331955420.0,1224512039359.0,133427689404.0,305680245478.0,305680245478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,49465946520.0,
GEX,2021,4,29868859203763.0,4781520839545,7524313367920.0,5032076915731.0,11604818034966.0,926130045601.0,31312814530456.0,0.0,17239835600932,2532618398371.0,1783005574411.0,2951221918807.0,61181673734219,40679506379303,22735583853391.0,17943922525912.0,20502167354916,20451972394733.0,77388963577.0,2628917837305,8461369757010.0,61181673734219,755010289315.0,15448756747.0,11736948635279.0,0.0,107732443659.0,8514957930000.0,8514957930000,0.0,13973120931583.0,3736141722272.0,8149021708263.0,1676277325832.0,1236365173285.0,133427689404.0,310593463526.0,310593463526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,50194960183.0,
GEX,2021,3,28847777099988.0,3333819680359,5354511635486.0,7611054625761.0,11454815998915.0,1093575159467.0,25425845092672.0,0.0,9960789929997,1420608809498.0,2056063528765.0,2148016101732.0,54273622192660,34657945975118,23216437885506.0,11441508089612.0,19615676217542,19565880249998.0,77388963577.0,3029188348661,7879264966929.0,54273622192660,1074651860005.0,17698756747.0,11577641561162.0,0.0,106924740716.0,7811904000000.0,7811904000000,0.0,10175563775121.0,2653733791628.0,9313695476304.0,1453327484263.0,656600128952.0,133427689404.0,303307531294.0,303307531294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,49795967544.0,
GEX,2021,2,25368594020392.0,3041551240649,2657478774968.0,8262080300071.0,10446181636087.0,961302068617.0,22834708627710.0,0.0,10744995679243,617893472201.0,2040606415889.0,2171476253217.0,48203302648102,33712731765993,23152343734136.0,10560388031857.0,14490570882109,14440795676441.0,72381892343.0,2450077233187,6848993257889.0,48203302648102,1333977667224.0,17698756747.0,10573746060354.0,0.0,130583797697.0,4882440000000.0,4882440000000,0.0,9293682017355.0,2722234940288.0,10110028104310.0,1492929296589.0,645755174181.0,133427689404.0,311519245517.0,311519245517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,49775205668.0,
GEX,2021,1,14793649168179.0,1171440125549,1980723670150.0,6120169744976.0,5043453877727.0,477861749777.0,15153803115686.0,0.0,5759263790554,212744653809.0,6424154446033.0,1016745626304.0,29947452283865,21366720444765,13379497776077.0,7987222668688.0,8580731839100,8574500852956.0,77388963577.0,2153850627675,1392662914980.0,29947452283865,764868159145.0,14000000000.0,5072044319945.0,0.0,76059032630.0,4882440000000.0,4882440000000,0.0,7655843207631.0,309302082433.0,6807532281529.0,558221025359.0,437440488666.0,124370401581.0,30485035284.0,30485035284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6230986144.0,
GEX,2020,4,13051580922613.0,1561762324627,1728196377863.0,6273798681177.0,3226999893488.0,260823645458.0,14079947442179.0,0.0,5883390337454,215468535210.0,5798321861657.0,1018557663274.0,27131528364792,18939292075307,10906300944309.0,8032991130998.0,8192236289485,8185738728342.0,77388963577.0,1877564869189,1361244882580.0,27131528364792,382142586078.0,14000000000.0,3247356584400.0,0.0,77023242245.0,4882440000000.0,4882440000000,0.0,7752211494109.0,302845082321.0,4331009240283.0,578196991427.0,428187724131.0,124370401581.0,30465035284.0,30465035284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6497561143.0,
GEX,2020,3,12529681006932.0,2422233820946,983909592180.0,5871659922841.0,3077085097664.0,174792573301.0,11036567948373.0,0.0,5565591944310,219747454785.0,3503560841669.0,1034700562225.0,23566248955305,15823536428314,8955161951211.0,6868374477103.0,7742712526991,7735948390849.0,147588933577.0,1562226395665,1300180648611.0,23566248955305,670580017499.0,14000000000.0,3098871182692.0,0.0,77023242245.0,4882440000000.0,4882440000000,0.0,6568556235311.0,294445067844.0,4286997342731.0,598172957496.0,424708060842.0,124370401581.0,45792568483.0,45792568483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6764136142.0,
GEX,2020,2,10020228172091.0,554672970177,829587290062.0,5590166653297.0,2908589458049.0,137211800506.0,11258462958978.0,0.0,5496055134941,223253982630.0,3879204725347.0,1067574290261.0,21278691131069,13641918212870,7208426575164.0,6433491637706.0,7636772918199,7629742207058.0,147588933577.0,1424727380067,1331473480418.0,21278691131069,746601936854.0,4000000000.0,2918670611988.0,0.0,77023242245.0,4882440000000.0,4882440000000,0.0,6113450618276.0,128421728011.0,3991955356079.0,618148923565.0,436879071175.0,124370401581.0,56263782630.0,56263782630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7030711141.0,
GEX,2020,1,9519481536194.0,625789459822,1706637263044.0,4286605939812.0,2724134238179.0,176314635337.0,12986232653171.0,0.0,6326367975896,215285133901.0,4458971010477.0,1542358303539.0,22505714189365,13871205453500,8987949298551.0,4883256154949.0,8634508735865,8627211449725.0,147588933577.0,1196885009054,2256817264849.0,22505714189365,182274586575.0,7000000000.0,2743981862041.0,0.0,77023242245.0,4882440000000.0,4882440000000,0.0,4510940444035.0,115472838391.0,5183516270630.0,992647332412.0,519805289834.0,131908276220.0,2857639695.0,7479823695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7297286140.0,
GMD,2024,4,6673567765409.0,3964316764607,1021206010000.0,1235608050191.0,83419825055.0,369017115556.0,11324285547308.0,8100000000.0,4033163455484,0.0,3854379152187.0,1673939611589.0,17997853312717,4225927310161,2100758451703.0,2125168858458.0,13771926002556,13771926002556.0,128097775902.0,3617139919490,1390036816744.0,17997853312717,280469711694.0,30923500000.0,83419825055.0,0.0,72892277093.0,4139826090000.0,4139826090000,,1745343469594.0,7623946501.0,422039710314.0,131117087712.0,1296472457506.0,41913687500.0,36570549888.0,44670549888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
GMD,2024,3,3491688357783.0,1166551032685,601540638000.0,1309981379873.0,72338035136.0,341277272089.0,10874721563827.0,8100000000.0,4062906513131,0.0,3511218305659.0,1631209737420.0,14366409921610,3838202836506,1942345995074.0,1895856841432.0,10528207085104,10528207085104.0,128097775902.0,3386709738098,1446127223153.0,14366409921610,284444898363.0,110923500000.0,72338035136.0,0.0,72892277093.0,3104869570000.0,3104869570000,,1518606117494.0,14653098960.0,410221712620.0,138017987066.0,1297623068200.0,41913687500.0,36913311287.0,45013311287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
GMD,2024,2,3900552081068.0,1831041566616,407154499867.0,1252144766798.0,63583857216.0,346627390571.0,10843077451437.0,8100000000.0,4145547690171,0.0,3279570551954.0,1573335108248.0,14743629532505,3925279402716,1930194341267.0,1995085061449.0,10818350129789,10818350129789.0,128097775902.0,3734733576441,1330343926417.0,14743629532505,154284947046.0,162923500000.0,63583857216.0,0.0,72892277093.0,3104869570000.0,3104869570000,,1613235313359.0,8552940302.0,401396470490.0,144918886419.0,1238354682651.0,41913687500.0,36814349587.0,44914349587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
GMD,2024,1,4159668253328.0,1979288003158,412257837908.0,1395091045310.0,64235608233.0,308795758719.0,10178341920772.0,8100000000.0,4113679345560,0.0,3205653411635.0,1071039406479.0,14338010174100,3947196208846,1941488738422.0,2005707470424.0,10390813965254,10390813965254.0,128097775902.0,3472410385103,1253542630493.0,14338010174100,177216881790.0,280007987801.0,64235608233.0,0.0,72682100796.0,3058985570000.0,3058985570000,,1624964678484.0,6523839941.0,457199973996.0,151819785772.0,727004499345.0,41914287262.0,26820921449.0,34920921449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
GMD,2023,4,3400794961362.0,1474073090933,356347734905.0,1211734896213.0,68169766561.0,290469472750.0,10141305567872.0,8100000000.0,4168953695724,0.0,3122168687770.0,1051083757757.0,13542100529234,3835559103874,1936492926626.0,1899066177248.0,9706541425360,9706541425360.0,128097775902.0,2938150373499,1148895055122.0,13542100529234,91080871903.0,298007987801.0,68169766561.0,0.0,61305100650.0,3058985570000.0,3058985570000,,1518082112077.0,4892424381.0,445665894326.0,158720685125.0,732361777929.0,41928274762.0,31654955799.0,39754955799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
GMD,2023,3,3152592150388.0,1014007811984,535220581555.0,1245739363611.0,65953873990.0,291670519248.0,10092484290801.0,8100000000.0,4025748844607,0.0,3056413187532.0,1063911750765.0,13245076441189,3692370759405,1805121920340.0,1887248839065.0,9552705681784,9552705681784.0,128097775902.0,2786615752170,1122204828180.0,13245076441189,119807021937.0,341623500000.0,65953873990.0,0.0,77193811354.0,3058985570000.0,3058985570000,,1503858127075.0,2918098342.0,379088162194.0,165621584479.0,741527058966.0,41021599762.0,36727208387.0,44827208387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
GMD,2023,2,4010850824597.0,1758424828859,566688928869.0,1334401852106.0,64104481924.0,287230732839.0,10000523915401.0,8100000000.0,3856753535669,0.0,3004448444596.0,1070407273869.0,14011374739998,4234048516021,2212896564545.0,2021151951476.0,9777326223977,9777326223977.0,128097775902.0,3145134896828,1079911354488.0,14011374739998,118521489576.0,366623500000.0,64104481924.0,0.0,77193811354.0,3013779570000.0,3013779570000,,1644893125600.0,982871874.0,353159972728.0,172522483832.0,746252747368.0,41021599762.0,36499881337.0,44599881337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
GMD,2023,1,2383042758448.0,1075292859881,33128340989.0,908529208056.0,79460022200.0,286632327322.0,10883129912905.0,8100000000.0,4310580872391,0.0,3075247497082.0,1244171385329.0,13266172671353,5066323599988,3174844782448.0,1891478817540.0,8199849071365,8199849071365.0,128097775902.0,1575863091560,1079271460238.0,13266172671353,104523803904.0,56623500000.0,79460022200.0,0.0,77193811354.0,3013779570000.0,3013779570000,,1509858303449.0,1722400350.0,411458858381.0,179423383185.0,911399898654.0,41021599762.0,36484600137.0,44584600137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
GMD,2022,4,2724491229478.0,1363951599648,82230394409.0,975581348106.0,82156327635.0,220571559680.0,10465948910829.0,8100000000.0,3262198283137,0.0,3069942496351.0,1249573865227.0,13190440140307,5246602674589,3373924209585.0,1872678465004.0,7943837465718,7943837465718.0,128097775902.0,1228216046195,1016426697112.0,13190440140307,138036638637.0,24623500000.0,82156327635.0,0.0,152636937352.0,3013779570000.0,3013779570000,,1486163237413.0,1264221296.0,543415455601.0,186324282538.0,911876618806.0,41021599762.0,37397427683.0,45497427683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
GMD,2022,3,2069683430252.0,730753483143,39550227067.0,1079226720906.0,83044885892.0,137108113244.0,9680052184777.0,8100000000.0,3112223957848,0.0,3091995438994.0,1243511221781.0,11749735615029,3631241765371,1973283955582.0,1657957809789.0,8118493849658,8118493849658.0,128097775902.0,1395168875646,999899744453.0,11749735615029,221142556394.0,24623500000.0,83044885892.0,0.0,152636937352.0,3013779570000.0,3013779570000,,1295698329254.0,3293168900.0,615279414961.0,193225181892.0,914060038881.0,41021599762.0,37793642863.0,46251642863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
GMD,2022,2,2022988319978.0,682356270219,42517059462.0,1107727396431.0,87976641417.0,102410952449.0,9356945801148.0,8100000000.0,3142815854168,0.0,2983094610362.0,1254505421566.0,11379934121126,3627783099960,2039872762338.0,1587910337622.0,7752151021166,7752151021166.0,128097775902.0,1164150787377,898687002168.0,11379934121126,251723259895.0,24623500000.0,87976641417.0,0.0,152636937352.0,3013779570000.0,3013779570000,,1227405719789.0,1993473804.0,753407612746.0,200126081245.0,920304241421.0,41021599762.0,37642733303.0,46100733303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
GMD,2022,1,1798540077763.0,614389802634,44518350390.0,969011821904.0,83123644581.0,87496458254.0,9175311778047.0,8100000000.0,3197917546405,0.0,2944179087759.0,1259311436061.0,10973851855810,3607550903954,2265760301764.0,1341790602190.0,7366300951856,7366300951856.0,128097775902.0,933380830784,770814113396.0,10973851855810,191930834756.0,24623500000.0,83123644581.0,0.0,152636937352.0,3013779570000.0,3013779570000,,982931330455.0,1841943124.0,893094620138.0,207026980598.0,920696040923.0,41021599762.0,35446310993.0,43904310993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
GMD,2021,4,1690487538886.0,637259083778,51831843090.0,841840157802.0,68860114358.0,90696339858.0,9047051361076.0,8100000000.0,3146102027551,0.0,2835542459847.0,1274814741698.0,10737538899962,3692052173014,2268180192456.0,1423871980558.0,7045486726948,7045486726948.0,128097775902.0,653798337992,733944299804.0,10737538899962,165336235788.0,19623500000.0,68860114358.0,0.0,152636937352.0,3013779570000.0,3013779570000,,1061243655583.0,3225949982.0,860465960439.0,213927879951.0,928419374240.0,41021599762.0,35496277803.0,43954277803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
GMD,2021,3,1433029361832.0,424134071020,68531764979.0,809494898859.0,65566376181.0,65302250793.0,8481618732007.0,8100000000.0,3227776869592,0.0,2540012595200.0,953184210828.0,9914648093839,3286431029277,1919670289618.0,1366760739659.0,6628217064562,6628217064562.0,128097775902.0,463555239872,722071592049.0,9914648093839,130247324567.0,36623500000.0,65566376181.0,0.0,152636937352.0,3013779570000.0,3013779570000,,1009665314932.0,2089181076.0,782053017863.0,220828779305.0,610892857999.0,41021599762.0,35519573743.0,43977573743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
GMD,2021,2,1709535169877.0,498958584229,59450918735.0,1016393561669.0,65655187264.0,69076917980.0,8524801570722.0,9100000000.0,3298942941625,0.0,2474254278321.0,970008051688.0,10234336740599,3346948344536,1898639956757.0,1448308387779.0,6887388396063,6887388396063.0,128097775902.0,700823643311,727334096271.0,10234336740599,135213512556.0,56623500000.0,65655187264.0,0.0,152636937352.0,3013779570000.0,3013779570000,,1090146135063.0,743783972.0,727900491239.0,227729678658.0,620434554472.0,41021599762.0,35407544263.0,44865544263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
GMD,2021,1,1366452337812.0,385445483470,56858559818.0,771491177450.0,64849651118.0,87807465956.0,8659291883292.0,12700000000.0,3374498224509,0.0,2516152182183.0,975790774997.0,10025744221104,3269817528241,1740966172806.0,1528851355435.0,6755926692863,6755926692863.0,128097775902.0,580160012603,712411061912.0,10025744221104,142193005331.0,46123500000.0,69044012702.0,0.0,152636937352.0,3013779570000.0,3013779570000,,1172218914476.0,9010242363.0,682315836525.0,234630578011.0,630055872329.0,47711539304.0,30562015190.0,43620015190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
GMD,2020,4,1374259483630.0,427676343151,23437445943.0,762725411075.0,72662885671.0,87757397790.0,8483266748094.0,25100000000.0,3143031549404,0.0,2534268682538.0,992763603055.0,9857526231724,3256277021655,1761873856986.0,1494403164669.0,6601249210069,6601249210069.0,71797775902.0,498037800979,693158175895.0,9857526231724,145067090542.0,29530000000.0,76866003751.0,0.0,152636937352.0,3013779570000.0,3013779570000,,1137739109239.0,21354759601.0,762887887093.0,241531477360.0,640806334457.0,72736908411.0,30575647670.0,56033647670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
GMD,2020,3,1267586652672.0,241418396460,24393653150.0,830866635804.0,94381588399.0,76526378859.0,8561974046689.0,0.0,3215157784940,0.0,2597791836445.0,1007460098779.0,9829560699361,3318969608533,1754820046687.0,1564149561846.0,6510591090828,6510591090828.0,71797775902.0,446551060159,693996814085.0,9829560699361,144118085928.0,51630000000.0,97500098019.0,0.0,152636937352.0,2969249570000.0,2969249570000,,1218751179898.0,16156641435.0,733243882899.0,255336906537.0,644174962181.0,123029242000.0,30655528370.0,31013528370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
GMD,2020,2,1385457407092.0,220127960428,42559479361.0,953672304086.0,91201480077.0,77896183140.0,8689995965793.0,0.0,3295502893999,0.0,2648105592041.0,1029507701923.0,10075453372885,3348449189721,1707202210763.0,1641246978958.0,6727004183164,6727004183164.0,71797775902.0,651524297335,706875126839.0,10075453372885,180625769129.0,70090000000.0,94322688537.0,0.0,152636937352.0,2969249570000.0,2969249570000,,1298949778064.0,104367093761.0,729100920646.0,269142335715.0,653447022597.0,206602032000.0,30276208570.0,30634208570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
GMD,2020,1,1314562394286.0,208126275873,39680299211.0,896385158555.0,85482453565.0,84888207082.0,8976019600139.0,0.0,3363831743357,0.0,2738248184472.0,1053222630762.0,10290581994425,3606949632325,1898856579436.0,1708093052889.0,6683632362100,6683632362100.0,71797775902.0,600203315651,687524750248.0,10290581994425,196027711562.0,73090000000.0,88657639060.0,0.0,152636937352.0,2969249570000.0,2969249570000,,1368540851301.0,132250537642.0,722336663150.0,282947764892.0,667092277997.0,206602032000.0,34857182013.0,35215182013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
GVR,2024,4,27670285917606.0,5778855663194,13952353795617.0,2539074723889.0,4351510470326.0,1048491264580.0,55713396594398.0,787511137957.0,35337155884690,1286697181872.0,2687592909120.0,6727043802283.0,83383682512004,24986520299896,11594062718132.0,13392457581764.0,58397162212108,58343704981056.0,10591031002.0,6240538555065,5415074532442.0,83383682512004,354480392462.0,8048249000.0,4373924132656.0,0.0,6577606883132.0,40000000000000.0,40000000000000,,2963853299554.0,618985484125.0,4074933861713.0,168265084097.0,6204462521120.0,358702878861.0,214871963977.0,607786542911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53457231052.0,
GVR,2024,3,25448905246384.0,5861455764689,13025350128653.0,2401342222827.0,3116181266626.0,1044575863589.0,52731800384625.0,788468239876.0,34413278440175,1261934656925.0,2664126960020.0,4039997498760.0,78180705631009,20767835117782,7954369754813.0,12813465362969.0,57412870513227,57356025203944.0,10591031002.0,6975903144863,5327662731407.0,78180705631009,480584001294.0,8048249000.0,3143420461317.0,203781556.0,5645277086332.0,40000000000000.0,40000000000000,,2973756020455.0,583949642274.0,1758973053821.0,173857470131.0,3625388400697.0,360702878861.0,213770320830.0,645583730135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56845309283.0,
GVR,2024,2,23473488226859.0,4203672262643,12675291563441.0,2013875917471.0,3330519579799.0,1250128903505.0,53576924039821.0,790462442623.0,35232552854736,1288760258691.0,2862290664111.0,4087985649114.0,77050412266680,20328646393869,7484408036558.0,12844238357311.0,56721765872811,56663744625409.0,10591031002.0,6124575908197,5294463325527.0,77050412266680,344387288736.0,8048249000.0,3356409234795.0,0.0,5643782194241.0,40000000000000.0,40000000000000,,3244347853358.0,591204668655.0,2018969058184.0,179449856167.0,3717612378433.0,360702878861.0,173864240509.0,606073679712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58021247402.0,
GVR,2024,1,22975130468831.0,4611568941115,11744350615207.0,2454746188981.0,3084556347796.0,1079908375732.0,53938010906979.0,798112022174.0,34903338236744,1309174252697.0,2957340451796.0,3994883009959.0,76913141375810,20894964292176,7722616816853.0,13172347475323.0,56018177083634,55977984306224.0,10591031002.0,5896872645138,5218299091470.0,76913141375810,575808308010.0,8048249000.0,3109857890052.0,0.0,5409348757982.0,40000000000000.0,40000000000000,,3482095088312.0,782401117340.0,2445346526602.0,185042242203.0,3607806111230.0,360702878861.0,237710570559.0,671448951487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40192777410.0,
