price,acc_volume,acc_buy_volume,acc_sell_volume,acc_undefined_volume,symbol
25650,429700,127100,302600,0,GEX
25600,1049900,488300,561600,0,GEX
25550,421900,123900,298000,0,GEX
25500,1287400,490300,797100,0,GEX
25450,1239200,437800,801400,0,GEX
25400,12498900,9671400,2827500,0,GEX
47300,8600,0,1000,7600,GMD
47250,10000,0,10000,0,GMD
47200,6500,500,6000,0,GMD
47150,10600,500,10100,0,GMD
47100,8500,1600,6900,0,GMD
47050,4300,0,4300,0,GMD
47000,13900,3100,10800,0,GMD
46950,6400,6400,0,0,GMD
46900,64800,44200,20600,0,GMD
46850,45000,11700,33300,0,GMD
46800,275700,55800,67800,152100,GMD
46750,173300,71100,102200,0,GMD
46700,317700,88400,229300,0,GMD
46650,203400,63100,140300,0,GMD
46600,124800,6300,118500,0,GMD
46550,40400,1500,38900,0,GMD
46500,137000,30100,106900,0,GMD
46450,54100,9600,44500,0,GMD
46400,61900,36500,25400,0,GMD
46350,64100,18300,45800,0,GMD
46300,80400,31000,49400,0,GMD
46250,47300,4800,42500,0,GMD
46200,84900,42700,42200,0,GMD
46150,24600,7800,16800,0,GMD
46100,50000,17000,33000,0,GMD
46050,21000,3700,17300,0,GMD
46000,182800,69300,113500,0,GMD
45950,54500,53000,1500,0,GMD
45900,51000,39100,11900,0,GMD
45850,22900,9300,13600,0,GMD
45800,64000,26100,37900,0,GMD
45750,14200,1100,13100,0,GMD
45700,14100,300,13800,0,GMD
45650,17300,6500,10800,0,GMD
45600,113100,5200,107900,0,GMD
45550,500,0,500,0,GMD
45500,103700,22900,80800,0,GMD
45450,20600,12400,8200,0,GMD
45400,78000,43500,34500,0,GMD
45350,89000,17000,72000,0,GMD
45300,179600,51000,128600,0,GMD
45250,69200,4800,64400,0,GMD
45200,114500,30400,84100,0,GMD
45150,46200,17700,28500,0,GMD
45100,60500,20300,40200,0,GMD
45050,57200,20700,36500,0,GMD
45000,163900,57100,106800,0,GMD
44950,22200,8100,14100,0,GMD
44900,32900,19900,13000,0,GMD
44850,42700,19200,23500,0,GMD
44800,58700,17100,41600,0,GMD
44750,5400,800,4600,0,GMD
44700,48400,11700,36700,0,GMD
44650,41800,5100,36700,0,GMD
44600,33400,13500,19900,0,GMD
44550,9300,100,9200,0,GMD
44500,142500,72900,69600,0,GMD
44450,164800,54100,110700,0,GMD
44400,375200,0,375200,0,GMD
23650,3400,3400,0,0,GVR
23600,44100,13000,12100,19000,GVR
23550,29200,900,28300,0,GVR
23500,38900,24300,14600,0,GVR
23450,66700,24700,42000,0,GVR
23400,69100,9700,59400,0,GVR
23350,18100,1000,17100,0,GVR
23300,85800,41600,44200,0,GVR
23250,164700,67400,97300,0,GVR
23200,247600,97900,149700,0,GVR
23150,328300,137000,191300,0,GVR
23100,286300,12600,273700,0,GVR
23050,157100,0,157100,0,GVR
23000,211400,0,211400,0,GVR
22950,24600,0,24600,0,GVR
22900,22100,100,22000,0,GVR
22850,12700,400,12300,0,GVR
22800,21500,0,21500,0,GVR
22750,2400,100,2300,0,GVR
22700,11300,0,11300,0,GVR
22650,4000,0,4000,0,GVR
22600,20000,4100,15900,0,GVR
22550,26700,100,26600,0,GVR
22500,88600,47900,40700,0,GVR
22450,72600,8000,64600,0,GVR
22400,27500,6100,21400,0,GVR
22350,25200,23100,2100,0,GVR
22300,332700,92200,73600,166900,GVR
22250,46700,17900,28800,0,GVR
22200,43700,13700,30000,0,GVR
22150,36800,15900,20900,0,GVR
22100,401000,156600,244400,0,GVR
22050,3850600,2785900,1064700,0,GVR
12250,69800,63600,6200,0,HAG
12200,337200,185600,151600,0,HAG
12150,392900,181800,211100,0,HAG
12100,489500,58500,431000,0,HAG
12050,396200,110700,285500,0,HAG
12000,694300,163600,530700,0,HAG
11950,269700,158400,111300,0,HAG
11900,573700,211600,362100,0,HAG
11850,417600,31400,232100,154100,HAG
11800,791400,157000,452000,182400,HAG
11750,239400,50500,188900,0,HAG
11700,518000,452200,65800,0,HAG
11650,735800,394400,341400,0,HAG
11600,1095900,304500,791400,0,HAG
11550,876500,448900,427600,0,HAG
11500,1375900,532600,843300,0,HAG
11450,614400,287100,327300,0,HAG
11400,838200,437500,400700,0,HAG
11350,730700,197300,533400,0,HAG
11300,651700,199400,452300,0,HAG
11250,797000,246200,550800,0,HAG
11200,2469900,1281500,1188400,0,HAG
25050,3900,3900,0,0,HCM
25000,320300,278900,41400,0,HCM
24950,17300,17300,0,0,HCM
24900,52900,49500,3400,0,HCM
24850,31200,31200,0,0,HCM
24800,212100,102200,109900,0,HCM
24750,17600,16700,900,0,HCM
24700,138600,129400,9200,0,HCM
24650,654200,458100,196100,0,HCM
24600,1571700,536300,468900,566500,HCM
24550,440000,214200,225800,0,HCM
24500,422700,206400,216300,0,HCM
24450,268600,115800,152800,0,HCM
24400,770000,574600,195400,0,HCM
24350,171500,41200,130300,0,HCM
24300,320600,205600,115000,0,HCM
24250,135200,43200,92000,0,HCM
24200,213700,61200,152500,0,HCM
24150,141500,64200,77300,0,HCM
24100,334400,118700,215700,0,HCM
24050,331200,163900,167300,0,HCM
24000,1122000,382100,739900,0,HCM
23950,668900,357800,311100,0,HCM
23900,569900,208900,361000,0,HCM
23850,121400,58500,62900,0,HCM
23800,272800,65100,207700,0,HCM
23750,76300,12400,63900,0,HCM
23700,323700,147600,176100,0,HCM
23650,90600,34500,56100,0,HCM
23600,1120300,52600,353300,714400,HCM
23550,49000,18000,31000,0,HCM
23500,659700,220600,439100,0,HCM
23450,149200,83100,66100,0,HCM
23400,278600,190600,88000,0,HCM
23350,147200,110600,36600,0,HCM
23300,125700,27200,98500,0,HCM
23250,88200,38800,49400,0,HCM
23200,252800,85000,167800,0,HCM
23150,289600,157600,132000,0,HCM
23100,767900,358000,409900,0,HCM
23050,768000,466200,301800,0,HCM
23000,2140600,772100,1368500,0,HCM
22950,663700,282000,381700,0,HCM
22900,800200,280200,520000,0,HCM
22850,687400,187500,499900,0,HCM
22800,1149900,231200,918700,0,HCM
22750,1708900,601000,1107900,0,HCM
22700,6000700,2081000,3919700,0,HCM
20400,50400,50400,0,0,HDB
20350,108300,107700,600,0,HDB
20300,1164000,522200,179300,462500,HDB
20250,1240700,751000,489700,0,HDB
20200,746800,129100,617700,0,HDB
20150,282500,52400,230100,0,HDB
20100,431700,173500,258200,0,HDB
20050,857700,391500,466200,0,HDB
20000,1261700,534200,727500,0,HDB
19950,723300,311500,411800,0,HDB
19900,335900,68300,267600,0,HDB
19850,336900,56900,280000,0,HDB
19800,571100,249900,321200,0,HDB
19750,256100,46500,209600,0,HDB
19700,585900,331100,254800,0,HDB
19650,325400,131900,193500,0,HDB
19600,451600,60500,391100,0,HDB
19550,187900,29500,158400,0,HDB
19500,684200,120900,563300,0,HDB
19450,227300,30900,196400,0,HDB
19400,477400,247400,230000,0,HDB
19350,340100,46900,293200,0,HDB
19300,258900,62600,196300,0,HDB
19250,129900,59100,70800,0,HDB
19200,253900,58000,195900,0,HDB
19150,102500,0,102500,0,HDB
22350,10700,10700,0,0,HDC
22300,69000,14000,55000,0,HDC
22250,70900,11500,47500,11900,HDC
22200,71400,34500,36900,0,HDC
22150,80000,12200,67800,0,HDC
22100,282500,131400,151100,0,HDC
22050,261700,60100,201600,0,HDC
22000,668300,92400,575900,0,HDC
21950,93200,2400,90800,0,HDC
21900,70600,100,70500,0,HDC
21850,14100,0,14100,0,HDC
21800,14700,0,14700,0,HDC
21750,35600,7200,28400,0,HDC
21700,63600,22600,41000,0,HDC
21650,49900,15800,34100,0,HDC
21600,41100,17100,24000,0,HDC
21550,73200,17200,56000,0,HDC
21500,155400,4100,151300,0,HDC
21450,37400,19100,18300,0,HDC
21400,75500,42900,32600,0,HDC
21350,141500,68900,72600,0,HDC
21300,170800,27900,142900,0,HDC
21250,52300,900,51400,0,HDC
21200,61700,14700,47000,0,HDC
21150,133900,64300,69600,0,HDC
21100,169500,39800,129700,0,HDC
21050,128500,37100,91400,0,HDC
21000,807200,166100,426900,214200,HDC
20950,911400,237600,673800,0,HDC
20900,3509100,2454200,1054900,0,HDC
22500,225800,0,0,225800,HDG
22450,700,700,0,0,HDG
22400,600,600,0,0,HDG
22350,20800,9700,11100,0,HDG
22300,184100,66400,117700,0,HDG
22250,214800,73200,141600,0,HDG
22200,126600,4000,122600,0,HDG
22150,73100,3000,70100,0,HDG
22100,108400,21800,59100,27500,HDG
22050,73500,28200,45300,0,HDG
22000,92400,42000,50400,0,HDG
21950,26600,17100,9500,0,HDG
21900,74300,59800,14500,0,HDG
21850,5000,4600,400,0,HDG
21800,30000,1300,28700,0,HDG
21750,5000,3000,2000,0,HDG
21700,3300,1000,2300,0,HDG
21650,10500,5000,5500,0,HDG
21600,138300,91100,47200,0,HDG
21550,12400,2300,10100,0,HDG
21500,45000,28500,16500,0,HDG
21450,13600,0,13600,0,HDG
21400,60500,26400,34100,0,HDG
21350,9900,8900,1000,0,HDG
21300,78800,22000,56800,0,HDG
21250,72200,24900,47300,0,HDG
21200,148400,40300,108100,0,HDG
21150,98600,61500,37100,0,HDG
21100,146700,50800,95900,0,HDG
21050,128300,26800,101500,0,HDG
21000,560300,200200,360100,0,HDG
20950,1574600,935700,638900,0,HDG
11900,560800,560800,0,0,HHV
11850,527100,246600,280500,0,HHV
11800,985200,521300,359300,104600,HHV
11750,1104100,279000,825100,0,HHV
11700,1340900,514000,562200,264700,HHV
11650,1003600,457200,546400,0,HHV
11600,1144000,501800,642200,0,HHV
11550,795400,476100,319300,0,HHV
11500,1443000,668000,775000,0,HHV
11450,1097000,494300,602700,0,HHV
11400,563900,188900,375000,0,HHV
11350,535400,254600,280800,0,HHV
11300,306200,80300,225900,0,HHV
11250,264200,163200,101000,0,HHV
11200,884800,304700,580100,0,HHV
11150,870300,192300,678000,0,HHV
11100,208800,0,208800,0,HHV
25100,290400,290400,0,0,HPG
25050,2059600,730500,242800,1086300,HPG
25000,1368600,1030300,338300,0,HPG
24950,1798300,931400,866900,0,HPG
24900,1796700,1146000,650700,0,HPG
24850,1725400,903800,821600,0,HPG
24800,2926200,1480200,1081500,364500,HPG
24750,3961000,1919600,2041400,0,HPG
24700,4020200,1601500,2418700,0,HPG
24650,1945000,828200,1116800,0,HPG
24600,2119500,581400,1538100,0,HPG
24550,1052900,433100,619800,0,HPG
24500,1948100,677700,1270400,0,HPG
24450,964900,409600,555300,0,HPG
24400,1887500,728400,1159100,0,HPG
24350,2415600,955300,1460300,0,HPG
24300,1512000,500600,1011400,0,HPG
24250,720400,139600,580800,0,HPG
24200,843300,232500,610800,0,HPG
24150,968500,661800,306700,0,HPG
24100,819100,442900,376200,0,HPG
24050,1241300,578700,662600,0,HPG
24000,2383100,913500,1469600,0,HPG
23950,694400,386600,307800,0,HPG
23900,452800,98800,354000,0,HPG
23850,128200,41400,86800,0,HPG
23800,179300,46600,132700,0,HPG
23750,155000,83800,71200,0,HPG
23700,776900,181700,595200,0,HPG
23650,180000,128600,51400,0,HPG
23600,690300,302000,388300,0,HPG
23550,1102600,629900,472700,0,HPG
23500,1620400,439100,1181300,0,HPG
23450,522800,2200,520600,0,HPG
23400,176700,0,176700,0,HPG
13300,50200,0,0,50200,HSG
13250,10300,2700,7600,0,HSG
13200,181600,57600,124000,0,HSG
13150,494700,181900,312800,0,HSG
13100,1009900,158500,851400,0,HSG
13050,1184100,164500,1019600,0,HSG
13000,902800,6400,896400,0,HSG
12950,67100,5900,61200,0,HSG
12900,109700,200,109500,0,HSG
12850,86500,300,86200,0,HSG
12800,118100,4100,114000,0,HSG
12750,61600,900,60700,0,HSG
12700,37500,3900,33600,0,HSG
12650,86200,70500,15700,0,HSG
12600,837900,159100,678800,0,HSG
12550,392100,216800,175300,0,HSG
12500,2085300,828500,578700,678100,HSG
12450,1197800,653500,544300,0,HSG
12400,4170500,1096400,3074100,0,HSG
10800,600,0,0,600,HT1
10700,600,500,100,0,HT1
10650,9200,8800,400,0,HT1
10600,29500,800,28700,0,HT1
10550,68600,100,68500,0,HT1
10500,79200,13300,57200,8700,HT1
10450,74600,18800,55800,0,HT1
10400,5100,2600,2500,0,HT1
10350,12600,9500,3100,0,HT1
10300,4400,4000,400,0,HT1
10250,17800,0,17800,0,HT1
10200,5400,500,4900,0,HT1
10150,5300,0,5300,0,HT1
10100,28100,4500,23600,0,HT1
10050,30000,0,30000,0,HT1
43900,1400,0,0,1400,IMP
43500,15900,12000,3900,0,IMP
43450,4800,1500,3300,0,IMP
43400,200,0,200,0,IMP
43350,1300,0,1300,0,IMP
43300,1400,200,1200,0,IMP
43250,300,0,300,0,IMP
43200,1400,0,1400,0,IMP
43100,2100,0,2100,0,IMP
43050,1700,0,1700,0,IMP
43000,2600,0,2600,0,IMP
42950,200,100,100,0,IMP
42500,5400,200,5200,0,IMP
42400,1000,0,1000,0,IMP
42300,100,0,100,0,IMP
42200,100,0,100,0,IMP
42100,1500,0,1500,0,IMP
42000,38000,8200,7500,22300,IMP
41950,8500,5400,3100,0,IMP
41850,600,0,600,0,IMP
41800,100,0,100,0,IMP
41700,500,0,500,0,IMP
41650,300,0,300,0,IMP
41550,700,0,700,0,IMP
41500,6100,0,6100,0,IMP
41450,4300,4000,300,0,IMP
41400,2400,400,2000,0,IMP
41300,700,0,700,0,IMP
41200,3100,300,2800,0,IMP
41150,1700,1700,0,0,IMP
41100,100,0,100,0,IMP
41050,1000,0,1000,0,IMP
41000,8100,4400,3700,0,IMP
21500,117200,117200,0,0,KBC
21450,75000,69200,5800,0,KBC
21400,243700,139600,104100,0,KBC
21350,796700,207200,163600,425900,KBC
21300,942200,403200,466900,72100,KBC
21250,1174400,388900,785500,0,KBC
21200,1317500,517500,800000,0,KBC
21150,1063400,334900,728500,0,KBC
21100,1184300,363000,821300,0,KBC
21050,692600,105800,586800,0,KBC
21000,2247400,516700,1730700,0,KBC
20950,192800,122900,69900,0,KBC
20900,653500,399900,253600,0,KBC
20850,763000,13900,749100,0,KBC
20800,579200,163500,415700,0,KBC
20750,678700,214300,464400,0,KBC
20700,580500,39400,541100,0,KBC
20650,120400,36200,84200,0,KBC
20600,150100,87300,62800,0,KBC
20550,162800,105700,57100,0,KBC
20500,703100,134300,568800,0,KBC
20450,399300,220700,178600,0,KBC
20400,857600,336900,520700,0,KBC
20350,1265500,417900,847600,0,KBC
20300,4471700,568800,3902900,0,KBC
57300,19900,0,0,19900,KDC
56300,700,700,0,0,KDC
56200,2000,2000,0,0,KDC
56100,17100,17100,0,0,KDC
56000,11800,11800,0,0,KDC
55900,7800,7800,0,0,KDC
55800,6700,6700,0,0,KDC
55700,24200,23400,800,0,KDC
55600,44600,41700,400,2500,KDC
55500,8500,7500,1000,0,KDC
55400,64200,26400,37800,0,KDC
55300,102100,18200,83900,0,KDC
55200,43900,13200,30700,0,KDC
55100,13000,4600,8400,0,KDC
55000,24700,20200,4500,0,KDC
54900,81300,75700,5600,0,KDC
54800,52000,48900,3100,0,KDC
54700,30500,18000,12500,0,KDC
54600,10300,0,10300,0,KDC
27000,400,400,0,0,KDH
26950,84600,63200,21400,0,KDH
26900,225600,53700,171900,0,KDH
26850,61300,12500,48800,0,KDH
26800,104600,18700,54000,31900,KDH
26750,102000,27200,74800,0,KDH
26700,112200,4000,108200,0,KDH
26650,103800,25500,78300,0,KDH
26600,53300,0,53300,0,KDH
26550,16600,100,16500,0,KDH
26500,35900,2200,33700,0,KDH
26450,22500,0,22500,0,KDH
26400,168300,83000,85300,0,KDH
26350,147100,22400,124700,0,KDH
26300,141300,10000,131300,0,KDH
26250,58700,11900,46800,0,KDH
26200,309800,25200,32000,252600,KDH
26150,25700,200,25500,0,KDH
26100,37700,14000,23700,0,KDH
26050,16900,0,16900,0,KDH
26000,102600,36700,65900,0,KDH
25950,13700,11200,2500,0,KDH
25900,7700,4600,3100,0,KDH
25850,25200,7300,17900,0,KDH
25800,153200,67100,86100,0,KDH
25750,93500,80200,13300,0,KDH
25700,291400,222200,69200,0,KDH
25650,116900,23500,93400,0,KDH
25600,262800,69800,193000,0,KDH
25550,77300,18400,58900,0,KDH
25500,82700,19500,63200,0,KDH
25450,24600,20100,4500,0,KDH
25400,77800,23200,54600,0,KDH
25350,29100,7300,21800,0,KDH
25300,93000,53500,39500,0,KDH
25250,157300,84800,72500,0,KDH
25200,438900,113400,325500,0,KDH
25150,1215000,416000,799000,0,KDH
38900,700,0,0,700,KOS
38800,2900,0,2900,0,KOS
38750,74700,0,74700,0,KOS
38700,155700,100,155600,0,KOS
38650,80500,0,80500,0,KOS
38600,49600,0,49600,0,KOS
33350,8100,8100,0,0,LPB
33300,43900,23100,20800,0,LPB
33250,324500,53200,49200,222100,LPB
33200,116500,70500,46000,0,LPB
33150,151700,98000,53700,0,LPB
33100,139000,53300,85700,0,LPB
33050,55500,26200,29300,0,LPB
33000,98300,49500,48800,0,LPB
32950,108800,19800,41300,47700,LPB
32900,49600,16900,32700,0,LPB
32850,15200,0,15200,0,LPB
32800,72400,29000,43400,0,LPB
32750,73400,27200,46200,0,LPB
32700,50400,6700,43700,0,LPB
32650,16400,800,15600,0,LPB
32600,102400,51600,50800,0,LPB
32550,50100,40200,9900,0,LPB
32500,242200,149100,93100,0,LPB
32450,70800,47200,23600,0,LPB
32400,108200,80900,27300,0,LPB
32350,62800,41500,21300,0,LPB
32300,177400,31900,145500,0,LPB
32250,79400,66200,13200,0,LPB
32200,38000,8600,29400,0,LPB
32150,5100,2000,3100,0,LPB
32100,53000,15500,37500,0,LPB
32050,50800,22600,28200,0,LPB
32000,242500,98600,143900,0,LPB
31950,3200,1400,1800,0,LPB
31900,3500,500,3000,0,LPB
31850,6300,6300,0,0,LPB
31800,135700,15700,120000,0,LPB
31750,36500,22900,13600,0,LPB
31700,171300,16700,154600,0,LPB
31650,26000,26000,0,0,LPB
31600,95700,69100,26600,0,LPB
31550,142700,100900,41800,0,LPB
31500,139400,38000,101400,0,LPB
31450,77200,31000,46200,0,LPB
31400,336600,270800,65800,0,LPB
31350,80000,14800,65200,0,LPB
31300,67700,35800,31900,0,LPB
31250,30000,1000,29000,0,LPB
31200,112900,52900,60000,0,LPB
31150,30600,200,30400,0,LPB
31100,85700,7400,78300,0,LPB
31050,81200,49300,31900,0,LPB
31000,192800,71200,121600,0,LPB
30950,24600,15900,8700,0,LPB
30900,67000,16800,50200,0,LPB
30850,32400,5400,27000,0,LPB
30800,127500,4800,122700,0,LPB
30750,166800,0,166800,0,LPB
23150,1800,1800,0,0,MBB
23100,2593200,910800,226600,1455800,MBB
23050,2357700,1311400,1046300,0,MBB
23000,3772500,1872400,1900100,0,MBB
22950,1803700,1145700,658000,0,MBB
22900,2568400,1105000,1463400,0,MBB
22850,2230500,1079200,954300,197000,MBB
22800,2478400,760900,1717500,0,MBB
22750,1142400,613500,528900,0,MBB
22700,1772400,868500,903900,0,MBB
22650,1013300,614400,398900,0,MBB
22600,1767800,839900,927900,0,MBB
22550,1295500,492000,803500,0,MBB
22500,2441300,1097000,1344300,0,MBB
22450,2246700,851300,1395400,0,MBB
22400,2729600,1398400,1331200,0,MBB
22350,1748200,510200,1238000,0,MBB
22300,2254200,781700,1472500,0,MBB
22250,1077600,227600,850000,0,MBB
22200,1080100,244500,835600,0,MBB
22150,1204800,346800,858000,0,MBB
22100,605000,93700,511300,0,MBB
22050,327800,167900,159900,0,MBB
22000,942800,171300,771500,0,MBB
21950,321800,250100,71700,0,MBB
21900,467600,185500,282100,0,MBB
21850,337200,119900,217300,0,MBB
21800,623000,363600,259400,0,MBB
21750,480700,246200,234500,0,MBB
21700,723500,447900,275600,0,MBB
21650,453100,81200,371900,0,MBB
21600,460700,100700,360000,0,MBB
21550,51700,0,51700,0,MBB
11250,49400,49400,0,0,MSB
11200,1325500,758200,567300,0,MSB
11150,4596500,2190300,2406200,0,MSB
11100,2330300,258900,1790900,280500,MSB
11050,2769200,755200,2014000,0,MSB
11000,2410000,739200,1670800,0,MSB
10950,1210000,751300,458700,0,MSB
10900,1789300,528000,1261300,0,MSB
10850,840800,177500,663300,0,MSB
10800,1895500,209100,1686400,0,MSB
10750,337200,100900,236300,0,MSB
10700,338200,102300,235900,0,MSB
10650,237900,14900,223000,0,MSB
10600,519100,183900,335200,0,MSB
10550,408800,0,408800,0,MSB
59100,21800,21800,0,0,MSN
59000,166000,122200,43800,0,MSN
58900,171500,74900,96600,0,MSN
58800,148900,75900,73000,0,MSN
58700,743300,57500,85100,600700,MSN
58600,218400,72300,146100,0,MSN
58500,168200,97000,71200,0,MSN
58400,123300,66400,56900,0,MSN
58300,113200,56700,56500,0,MSN
58200,302400,102900,199500,0,MSN
58100,216300,59100,157200,0,MSN
58000,245400,146900,98500,0,MSN
57900,154700,85400,69300,0,MSN
57800,116300,79300,37000,0,MSN
57700,110200,42300,67900,0,MSN
57600,117000,27900,89100,0,MSN
57500,192800,41700,111000,40100,MSN
57400,68600,9000,59600,0,MSN
57300,42500,5000,37500,0,MSN
57200,20100,3900,16200,0,MSN
57100,66700,24700,42000,0,MSN
57000,341400,114800,226600,0,MSN
56900,160100,58400,101700,0,MSN
56800,127800,85300,42500,0,MSN
56700,164500,89600,74900,0,MSN
56600,92600,41900,50700,0,MSN
56500,136200,66200,70000,0,MSN
56400,150800,103100,47700,0,MSN
56300,198100,141100,57000,0,MSN
56200,237800,101300,136500,0,MSN
56100,199600,59000,140600,0,MSN
56000,592000,168500,423500,0,MSN
55900,139200,39700,99500,0,MSN
55800,115500,35300,80200,0,MSN
55700,84000,46300,37700,0,MSN
55600,117500,32100,85400,0,MSN
55500,234800,127000,107800,0,MSN
55400,140100,43800,96300,0,MSN
55300,202000,61100,140900,0,MSN
55200,84900,5000,79900,0,MSN
55100,56500,17400,39100,0,MSN
55000,231200,50900,180300,0,MSN
54900,18500,13800,4700,0,MSN
54800,70300,41900,28400,0,MSN
54700,122300,60100,62200,0,MSN
54600,221400,44200,177200,0,MSN
54500,133500,8000,125500,0,MSN
54400,71800,12800,59000,0,MSN
54300,67900,47700,20200,0,MSN
54200,246700,120700,126000,0,MSN
54100,982100,187900,794200,0,MSN
57300,676000,23500,0,652500,MWG
57200,393800,391800,2000,0,MWG
57100,654600,495200,159400,0,MWG
57000,1525100,1349000,176100,0,MWG
56900,901500,526900,374600,0,MWG
56800,401000,212100,188900,0,MWG
56700,334900,227500,107400,0,MWG
56600,346100,194000,152100,0,MWG
56500,679700,534000,145700,0,MWG
56400,506200,304400,201800,0,MWG
56300,446600,251900,194700,0,MWG
56200,388200,220600,167600,0,MWG
56100,250700,111000,139700,0,MWG
56000,521700,324300,197400,0,MWG
55900,665500,543300,122200,0,MWG
55800,665200,317100,348100,0,MWG
55700,432800,179600,253200,0,MWG
55600,709700,436000,273700,0,MWG
55500,530300,207000,323300,0,MWG
55400,278100,99800,96900,81400,MWG
55300,256400,67400,189000,0,MWG
55200,360300,214200,146100,0,MWG
55100,309900,96600,213300,0,MWG
55000,1136200,390000,746200,0,MWG
54900,327200,187900,139300,0,MWG
54800,438200,134300,303900,0,MWG
54700,198500,51100,147400,0,MWG
54600,331200,111600,219600,0,MWG
54500,321200,81800,239400,0,MWG
54400,117300,25900,91400,0,MWG
54300,68400,1000,67400,0,MWG
54200,34300,0,34300,0,MWG
54100,76500,25000,51500,0,MWG
54000,156600,28400,128200,0,MWG
53900,37700,7600,30100,0,MWG
53800,60300,18900,41400,0,MWG
53700,61000,17700,43300,0,MWG
53600,51500,21700,29800,0,MWG
53500,219300,75200,144100,0,MWG
53400,31200,500,30700,0,MWG
53300,31400,19100,12300,0,MWG
53200,19300,100,19200,0,MWG
53100,11000,1000,10000,0,MWG
53000,194300,99700,94600,0,MWG
52900,13900,10300,3600,0,MWG
52800,12700,500,12200,0,MWG
52700,11600,100,11500,0,MWG
52600,10400,5500,4900,0,MWG
52500,60500,6500,54000,0,MWG
52400,200,0,200,0,MWG
52300,1000,0,1000,0,MWG
52200,2600,0,2600,0,MWG
52100,22700,400,22300,0,MWG
52000,11900,0,11900,0,MWG
16350,104000,2000,0,102000,NAB
16300,29900,19900,10000,0,NAB
16250,54800,53200,1600,0,NAB
16200,129100,89900,39200,0,NAB
16150,73700,33000,40700,0,NAB
16100,269100,49000,220100,0,NAB
16050,163500,16800,110800,35900,NAB
16000,124100,35700,88400,0,NAB
15950,32000,4700,27300,0,NAB
15900,56300,34300,22000,0,NAB
15850,78800,31800,47000,0,NAB
15800,128200,37800,90400,0,NAB
15750,101200,20600,80600,0,NAB
15700,45300,5300,40000,0,NAB
15650,30300,21100,9200,0,NAB
15600,8000,1500,6500,0,NAB
15550,2900,1400,1500,0,NAB
15500,10900,2400,8500,0,NAB
15450,700,500,200,0,NAB
11850,65600,50800,14800,0,NKG
11800,294500,155700,138800,0,NKG
11750,488300,120100,368200,0,NKG
11700,835400,232900,549300,53200,NKG
11650,865400,206400,659000,0,NKG
11600,442300,3000,439300,0,NKG
11550,122600,19500,103100,0,NKG
11500,395700,400,395300,0,NKG
11450,250400,2000,248400,0,NKG
11400,65100,2500,62600,0,NKG
11350,35600,4600,31000,0,NKG
11300,435400,74900,138100,222400,NKG
11250,478000,183300,294700,0,NKG
11200,712400,189600,522800,0,NKG
11150,754800,322200,432600,0,NKG
11100,1838500,855600,982900,0,NKG
11050,7513100,3358700,4154400,0,NKG
27350,26300,1000,6900,18400,NLG
27300,60000,10500,49500,0,NLG
27250,63200,30600,32600,0,NLG
27200,50600,26500,24100,0,NLG
27150,109400,81700,27700,0,NLG
27100,153500,71300,82200,0,NLG
27050,218600,73700,144900,0,NLG
27000,287400,22000,265400,0,NLG
26950,46600,9500,37100,0,NLG
26900,86400,19100,67300,0,NLG
26850,162600,92700,69900,0,NLG
26800,222900,50100,172800,0,NLG
26750,143100,13200,129900,0,NLG
26700,548200,100,107600,440500,NLG
26650,30000,10500,19500,0,NLG
26600,187500,81000,106500,0,NLG
26550,98200,12000,86200,0,NLG
26500,132100,26900,105200,0,NLG
26450,42100,4100,38000,0,NLG
26400,68400,11900,56500,0,NLG
26350,18100,200,17900,0,NLG
26300,46500,23200,23300,0,NLG
26250,68300,29900,38400,0,NLG
26200,53600,39100,14500,0,NLG
26150,18800,5600,13200,0,NLG
26100,86800,37100,49700,0,NLG
26050,74300,20800,53500,0,NLG
26000,157100,67300,89800,0,NLG
25950,31400,26500,4900,0,NLG
25900,75900,49300,26600,0,NLG
25850,123900,45600,78300,0,NLG
25800,1072300,291200,781100,0,NLG
25750,2344100,1262300,1081800,0,NLG
18000,7400,1200,200,6000,NT2
17950,18800,13300,5500,0,NT2
17900,32400,11700,20700,0,NT2
17850,33100,16900,16200,0,NT2
17800,85000,21900,63100,0,NT2
17750,73200,4100,69100,0,NT2
17700,57000,0,57000,0,NT2
17650,7900,0,7900,0,NT2
17600,34900,3000,16500,15400,NT2
17550,12200,10600,1600,0,NT2
17500,54200,500,53700,0,NT2
17450,3800,2500,1300,0,NT2
17400,11400,4400,7000,0,NT2
17350,4200,4200,0,0,NT2
17300,19300,9300,10000,0,NT2
17250,39200,4400,34800,0,NT2
17200,55100,20900,34200,0,NT2
17150,65900,22600,43300,0,NT2
17100,56600,9100,47500,0,NT2
17050,36700,6700,30000,0,NT2
17000,137100,36900,100200,0,NT2
16950,62400,17900,44500,0,NT2
16900,16800,2100,14700,0,NT2
16850,43100,4200,38900,0,NT2
16800,58500,0,58500,0,NT2
16750,3500,0,3500,0,NT2
10550,358900,354100,4800,0,OCB
10500,472600,137400,322500,12700,OCB
10450,821100,156300,148700,516100,OCB
10400,269000,0,269000,0,OCB
10350,67600,2300,65300,0,OCB
10300,186400,51400,135000,0,OCB
10250,77100,26800,50300,0,OCB
10200,295800,204100,91700,0,OCB
10150,631600,316300,315300,0,OCB
10100,365700,146900,218800,0,OCB
10050,265100,77300,187800,0,OCB
